,Name,Degree,Specialization,Experience,Location,City,Recommendation,Feedback,Fees
1197,Dr. Rohan Mahajan,MBBS,Gastroenterologist,11,Uttam Nagar,Delhi,10,111,1100
1198,Dr. Munish K. Sachdeva,MBBS,Gastroenterologist,26,Janakpuri,Delhi,48,14,1100
1199,Dr. Shailendra Lalwani,DM,Gastroenterologist,21,Dwarka Sector 6,Delhi,80,4,1100
1200,Dr. Manjit Singh Paul,MBBS,Gastroenterologist,42,Shalimar Bagh,Delhi,94,24,1200
1201,Dr. Hitendra Garg,MBBS,Gastroenterologist,14,Sarita Vihar,Delhi,0,0,1500
1202,Dr. Lovkesh Anand,MBBS,Gastroenterologist,17,Dwarka Sector 6,Delhi,74,15,1100
1203,Dr. Subrat Acharya,MBBS,Gastroenterologist,40,Okhla,Delhi,10,3,2000
1204,Dr. Kumar Abhinav,MBBS,Neurologist,9,Dwarka Sector 6,Delhi,10,3,1000
1205,Dr. Manoj Khanal,DM,Neurologist,16,Shalimar Bagh,Delhi,64,8,1200
1206,Dr. Mohit Goel,MBBS,Neurologist,26,Saket,Delhi,10,4,1200
1207,Dr. L K Malhotra,MBBS,Neurologist,36,Sheikh Sarai,Delhi,96,40,1800
1208,Dr. Atul Prasad,MBBS,Neurologist,37,Pusa Road,Delhi,90,13,2000
1209,Dr. Amit Batra,MBBS,Neurologist,22,Patparganj,Delhi,88,9,1000
1210,Dr. Navdeep Kumar,MBBS,Neurologist,19,Greater Kailash Part 2,Delhi,95,122,1200
1211,Dr. Sanjay Saxena,DM,Neurologist,23,Patparganj,Delhi,94,9,1200
1212,Dr. Dhruv Zutshi,MBBS,Neurologist,14,Okhla,Delhi,60,4,900
1213,Dr. Vivek Kumar,MBBS,Neurologist,31,Patparganj,Delhi,86,4,1200
1214,Dr. Sonal Gupta,MBBS,Neurosurgeon,30,Shalimar Bagh,Delhi,91,2,1200
1215,Dr. Kapil Jain,MBBS,Neurosurgeon,20,Saket,Delhi,10,6,1000
1216,Dr. Rahul Gupta,MBBS,Neurosurgeon,26,Okhla,Delhi,75,6,1500
1217,Dr. Sunit Mediratta,MBBS,Neurosurgeon,26,Sarita Vihar,Delhi,67,3,1500
1218,Dr. Rajendra Prasad,MBBS,Neurosurgeon,36,Sarita Vihar,Delhi,67,2,2000
1219,Dr. Chander Mohan Malhotra,MBBS,Neurosurgeon,31,Sarita Vihar,Delhi,10,1,1500
1220,Dr. Ravi Bhatia,MBBS,Neurosurgeon,60,Sarita Vihar,Delhi,0,0,2000
1221,Dr. Zahid Khan,MBBS,Neurosurgeon,28,Saket,Delhi,10,1,1000
1222,Dr. Bipin S Walia,DNB,Neurosurgeon,38,Saket,Delhi,10,1,1500
1223,Dr. Manish Bummerkar,MBBS,Neurosurgeon,29,Pandav Nagar,Delhi,0,0,800
1224,Dr. Amit Kumar,MBBS,Pulmonologist,5,Model Town 3,Delhi,10,1,800
1225,Dr. Pankaj Lohia,MBBS,Pulmonologist,24,Pusa Road,Delhi,0,0,1100
1226,Dr. R.S Chatterjee,MBBS,Pulmonologist,42,Dwarka Sector 12,Delhi,0,0,1200
1227,Dr. Inder Mohan Chugh,MBBS,Pulmonologist,30,Shalimar Bagh,Delhi,10,3,2000
1228,Dr. Priyanka Aggarwal,MBBS,Pulmonologist,14,Patparganj,Delhi,88,2,1000
1229,Dr. Davinder Kundra,MBBS,Pulmonologist,16,Dwarka Sector 6,Delhi,80,14,1100
1230,Dr. Avi Kumar,MD,Pulmonologist,17,Okhla,Delhi,94,10,1300
1231,Dr. Abhinav Bhanot,MBBS,Pulmonologist,11,Nirman Vihar,Delhi,78,8,900
1232,Dr. Praveen Kumar Pandey,MBBS,Pulmonologist,25,Patparganj,Delhi,80,8,1200
1233,Dr. Anil Kumar Jain,MBBS,Pulmonologist,34,Vishwas Nagar,Delhi,90,27,1000
1234,Dr. Vivek Bindal,MBBS,Bariatric Surgeon,13,Patparganj,Delhi,10,4,1000
1235,Dr. Shailesh Gupta,MBBS,Bariatric Surgeon,11,Patparganj,Delhi,0,0,800
1236,Dr. Mohit Jain,MBBS,Bariatric Surgeon,22,Pusa Road,Delhi,97,19,1800
1237,Dr. Ravindra Vats,MBBS,Bariatric Surgeon,22,Pusa Road,Delhi,0,0,1500
1238,Dr. Sumeet Shah,MBBS,Bariatric Surgeon,28,Greater Kailash Part 1,Delhi,10,2,1200
1239,Dr. Pradeep K Dewan,MBBS,Bariatric Surgeon,42,Patparganj,Delhi,80,3,800
1240,Dr. Pradeep Jain,MBBS,Bariatric Surgeon,36,Shalimar Bagh,Delhi,83,25,1500
1241,Dr. Sandeep Jain,MBBS,Bariatric Surgeon,20,Patparganj,Delhi,92,12,800
1242,Dr. Arun Bhardwaj,BDS,Bariatric Surgeon,13,Dwarka Sector 6,Delhi,10,13,1100
1243,Dr. Harmeet Singh Kapoor,BDS,Bariatric Surgeon,34,Pusa Road,Delhi,60,5,1800
1244,Dr. Ritu Girdhar,BDS,Dentist,15,Wadala,Mumbai,10,367,500
1245,Dr. Pallavi Kendrekar,BDS,Dentist,24,Borivali West,Mumbai,98,112,800
1246,Dr. Bhumija Gautam,BDS,Dentist,15,Andheri West,Mumbai,99,187,500
1247,Dr. Nitesh Motwani,BDS,Dentist,14,Andheri West,Mumbai,98,121,300
1248,Dr. Ashwini Bhalerao,MDS,Dentist,29,Andheri West,Mumbai,97,255,1000
1249,Dr. Aashish Tiwari,BDS,Dentist,14,Tilak Nagar,Mumbai,10,171,300
1250,Dr. Mayuri Jobanputra Shah,BDS,Dentist,12,Borivali West,Mumbai,97,49,300
1251,Dr. Manish Kachhara,BDS,Dentist,20,Ghatkopar East,Mumbai,99,194,500
1252,Dr. Harshada Mane,MBBS,Dentist,8,Dadar West,Mumbai,98,161,0
1253,Dr. Hetal Chheda,Fellow,Dentist,15,Borivali West,Mumbai,10,39,400
1254,Dr. Shruti Parikh,MBBS,Gynecologist/Obstetrician,14,Borivali West,Mumbai,10,160,800
1255,Dr. Mohini Vachhani,MBBS,Gynecologist/Obstetrician,42,Mahim,Mumbai,98,79,1300
1256,Dr. Saloni Suchak,MBBS,Gynecologist/Obstetrician,17,Malad West,Mumbai,99,372,1000
1257,Dr. Namrita Sheregar,MBBS,Gynecologist/Obstetrician,16,Andheri West,Mumbai,99,111,1000
1258,Dr. Priti Nandanwar,MS,Gynecologist/Obstetrician,30,Kurla East,Mumbai,98,26,800
1259,Dr. Priti Shyamkul,MBBS,Gynecologist/Obstetrician,19,Andheri East,Mumbai,94,76,800
1260,Dr. Radhika Sheth,MBBS,Gynecologist/Obstetrician,14,Malad West,Mumbai,10,241,1100
1261,Dr. Nutan Hegde,MS,Gynecologist/Obstetrician,19,Dadar West,Mumbai,97,64,900
1262,Dr. Vibha Arora,MBBS,Gynecologist/Obstetrician,21,Malad West,Mumbai,98,98,1000
1263,Dr. Tejal Poddar,MBBS,Gynecologist/Obstetrician,11,Opera House,Mumbai,98,86,1000
1264,Dr. Sanjeev Ahuja,MBBS,Pediatrician,26,Powai,Mumbai,85,32,1100
1265,Dr. Lekha Mishra,MBBS,Pediatrician,8,Powai,Mumbai,0,0,600
1266,Dr. Vishal Baldua,MD,Pediatrician,21,Goregaon East,Mumbai,97,98,800
1267,Dr. Zinal,MBBS,Pediatrician,24,Andheri West,Mumbai,98,11,2000
1268,Dr. Yogesh P Mehta,MBBS,Pediatrician,38,Ghatkopar West,Mumbai,99,65,1000
1269,Dr. Bijal Pradip,MBBS,Pediatrician,26,Powai,Mumbai,75,5,1300
1270,Dr. Sonal S. Saste,MBBS,Pediatrician,14,Santacruz West,Mumbai,87,17,2200
1271,Dr. Vaidehi Dande,MD,Pediatrician,18,Prabhadevi,Mumbai,10,1,1200
1272,Dr. Ruchi Parikh,MBBS,Pediatrician,10,Santacruz West,Mumbai,10,0,1700
1273,Dr. Abnish Kumar,MBBS,Pediatrician,8,Wadala,Mumbai,0,0,1000
1274,Dr. Pradeep K Singh,MBBS,Orthopedist,22,Powai,Mumbai,85,37,1600
1275,Dr. Nikhil Shetty,MBBS,Orthopedist,13,Powai,Mumbai,95,14,1100
1276,Dr. Mandar Agashe,MS,Orthopedist,18,Mulund West,Mumbai,10,3,2000
1277,Dr. Santosh Shetty,MS,Orthopedist,24,Malad West,Mumbai,81,16,1200
1278,Dr. Neelkanth Dhamnaskar,Diploma,Orthopedist,27,Parel,Mumbai,10,10,1850
1279,Dr. Pranjal Kodkani,MS,Orthopedist,28,Bandra West,Mumbai,10,16,2000
1280,Dr. Nisarg Bhatt,MS,Orthopedist,8,Malad West,Mumbai,10,10,1200
1281,Dr. Amit Shashikant Munde,MS,Orthopedist,9,Borivali West,Mumbai,10,13,700
1282,Dr. M T KHAN,DNB,Orthopedist,12,Khar West,Mumbai,10,18,1500
1283,Dr. Satish Mutha,MBBS,Orthopedist,29,Mahim,Mumbai,92,2,1300
1284,Dr. Jeetendra Khatuja,MBBS,Dermatologist,14,Andheri West,Mumbai,99,210,1000
1285,Dr. Apeksha Chaudhari,MBBS,Dermatologist,8,Marol,Mumbai,98,53,800
1286,Dr. Maxim Dmello,MBBS,Dermatologist,35,Borivali West,Mumbai,97,38,850
1287,Dr. Shubhangi Mahajan,MD,Dermatologist,12,Parel,Mumbai,10,57,800
1288,Dr. Vikas Halwai,MBBS,Dermatologist,13,Chinchpokli,Mumbai,94,74,800
1289,Dr. Yogesh Kalyanpad,MBBS,Dermatologist,12,Santacruz West,Mumbai,10,346,1000
1290,Dr. Ravindra Dargainya,MBBS,Dermatologist,14,Malad West,Mumbai,79,54,700
1291,Dr. Priyanka Ghuge Avhad,MBBS,Dermatologist,12,Sion,Mumbai,95,33,800
1292,Dr. Manisha Kshirsagar,BPTh/BPT,Dermatologist,18,Vikhroli East,Mumbai,94,33,850
1293,Dr. Vaidehi Saigaonkar Newaskar,BPTh/BPT,Dermatologist,12,Bandra West,Mumbai,10,104,1000
1294,Dr. Premlata Jaiswal   (Physiotherapist),BPTh/BPT,Physiotherapist,10,Mira Road,Mumbai,95,53,300
1295,Dr. Shaikh Firdos Mukhtar Ahmed   (Physiotherapist),BPTh/BPT,Physiotherapist,12,Prabhadevi,Mumbai,10,12,1000
1296,Dr. Yatishakumari Kesalikar   (Physiotherapist),BPTh/BPT,Physiotherapist,3,Borivali West,Mumbai,10,3,600
1297,Dr. K Neethu John   (Physiotherapist),BPTh/BPT,Physiotherapist,10,Prabhadevi,Mumbai,10,8,1000
1298,Dr. Minita Mehta Solanki   (Physiotherapist),BPTh/BPT,Physiotherapist,11,Andheri West,Mumbai,97,22,500
1299,Dr. Avanti Kadam Rane   (Physiotherapist),BPTh/BPT,Physiotherapist,17,Bandra West,Mumbai,98,79,1000
1300,Dr. Kripal M Panchal   (Physiotherapist),BPTh/BPT,Physiotherapist,6,Malad East,Mumbai,10,5,1000
1301,Dr. Niraj Jha   (Physiotherapist),BPTh/BPT,Physiotherapist,16,Chembur,Mumbai,96,703,1000
1302,Dr. Harshida Pai   (Physiotherapist),MBBS,Physiotherapist,12,Andheri East,Mumbai,99,149,800
1303,Dr. Rimmi Verma   (Physiotherapist),MBBS,Physiotherapist,13,Andheri West,Mumbai,10,18,800
1304,Dr. Soumil Trivedi,DNB,Infertility Specialist,14,Ghatkopar East,Mumbai,10,84,2000
1305,Dr. Vaishali Chaudhari,MBBS,Infertility Specialist,14,Chembur East,Mumbai,95,11,1000
1306,Dr. Renubala Rout,MBBS,Infertility Specialist,16,Kandivali East,Mumbai,96,34,1000
1307,Dr. Shreya Prabhoo,MBBS,Infertility Specialist,14,Andheri East,Mumbai,10,3,1200
1308,Dr. Hemlata Hardasani,MD,Infertility Specialist,26,Andheri West,Mumbai,99,747,1500
1309,Dr. Aditi S. Trivedi,MS,Infertility Specialist,11,Ghatkopar East,Mumbai,10,159,2000
1310,Dr. Pooja Shukla,MBBS,Infertility Specialist,14,Malad West,Mumbai,99,140,1100
1311,Dr. Anagha Chhatrapati,DGO,Infertility Specialist,15,Parel,Mumbai,10,6,1600
1312,Dr. Shubhada Sanjiv Khandeparkar,MBBS,Infertility Specialist,43,Dadar East,Mumbai,92,64,2500
1313,Dr. Monika Agrawal,DNB,Infertility Specialist,17,Andheri East,Mumbai,97,146,800
1314,Dr. Prathmesh Mehta,MBBS,Ophthalmologist,15,Andheri West,Mumbai,98,35,800
1315,Dr. Shalomith Uppapalli,DOMS,Ophthalmologist,14,Andheri West,Mumbai,10,113,1000
1316,Dr. Pragnya Rathod,DNB,Ophthalmologist,12,Chembur,Mumbai,96,13,1000
1317,Dr. Preeti Patil,MBBS,Ophthalmologist,27,Bandra West,Mumbai,10,54,1000
1318,Dr. Chandni Kotak,MBBS,Ophthalmologist,11,Malabar Hill,Mumbai,10,21,1200
1319,Dr. P Suresh,MBBS,Ophthalmologist,34,Mulund West,Mumbai,10,17,1200
1320,Dr. Pramila Das Shah,MS,Ophthalmologist,11,Ghatkopar,Mumbai,10,13,500
1321,Dr. Kalpesh Shah,MS,Ophthalmologist,20,Ghatkopar East,Mumbai,10,1,1000
1322,Dr. Bhushan Ghodke,MBBS,Ophthalmologist,14,Andheri West,Mumbai,10,385,600
1323,Dr. Madhura Nayak,MBBS,Ophthalmologist,12,Goregaon West,Mumbai,10,12,800
1324,Dr. Tarun Jain,MBBS,Urologist,9,Tardeo,Mumbai,10,0,2000
1325,Dr. Mukund Andakar,MBBS,Urologist,31,Tardeo,Mumbai,40,3,1500
1326,Dr. Prakash Chandra Shetty,MS,Urologist,28,Powai,Mumbai,77,15,1700
1327,Dr. Abhinandan Sadalge,MBBS,Urologist,24,Santacruz West,Mumbai,10,1,2000
1328,Dr. Jitendra Jagtap,DNB,Urologist,13,Parel,Mumbai,10,5,1850
1329,Dr. Amit Pravin Gala,MBBS,Urologist,14,Malad,Mumbai,10,4,800
1330,Dr. Mangesh Patil,MBBS,Urologist,22,Mahim,Mumbai,95,13,1800
1331,Dr. Sheshang U. Kamath,MBBS,Urologist,10,Borivali West,Mumbai,10,8,1500
1332,Dr. Ashutosh Baghel,MBBS,Urologist,17,Mira Road,Mumbai,0,0,1000
1333,Dr. Sachin Pahade,MBBS,Urologist,21,Mahim,Mumbai,10,6,1300
1334,Dr. Parul Tank,MBBS,Psychiatrist,26,Mulund West,Mumbai,95,58,2000
1335,Dr. Anjali  Karira,MBBS,Psychiatrist,15,Bandra West,Mumbai,99,72,2000
1336,Dr. Naazneen Ladak,MBBS,Psychiatrist,16,Andheri West,Mumbai,91,133,2000
1337,Dr. Paresh C. Trivedi,M.D,Psychiatrist,30,Andheri West,Mumbai,96,294,1500
1338,Dr. Sumedha Tiwari,MBBS,Psychiatrist,11,Jogeshwari West,Mumbai,95,18,1500
1339,Dr. Rohit Deshmukh,DPM,Psychiatrist,5,Goregaon East,Mumbai,10,11,1500
1340,Dr. Rajiv Anand,M.D,Psychiatrist,46,Andheri West,Mumbai,93,250,2000
1341,Dr. Chinmay Kulkarni,MBBS,Psychiatrist,13,Powai,Mumbai,99,156,1300
1342,Dr. Sagar Mundada,MBBS,Psychiatrist,11,Powai,Mumbai,97,245,2000
1343,Dr. Prakhar Jain,DM,Psychiatrist,10,Marine Lines,Mumbai,83,6,1500
1344,Dr. Atul Limaye,MBBS,Cardiologist,21,Mulund West,Mumbai,80,5,1500
1345,Dr. Patil Amit,MBBS,Cardiologist,11,Chembur,Mumbai,88,7,1500
1346,Dr. Swarup Pal,MBBS,Cardiologist,16,Powai,Mumbai,0,0,1900
1347,Dr. Deepak R Shejol,MD,Cardiologist,10,Kurla West,Mumbai,10,5,1500
1348,Dr. Nilesh Gautam,DM,Cardiologist,21,Mahim,Mumbai,90,6,1300
1349,Dr. Nitin Nanasaheb Bote,MBBS,Cardiologist,14,Mahim,Mumbai,92,11,1800
1350,Dr. Abhishek Wadkar,MBBS,Cardiologist,19,Borivali West,Mumbai,81,7,2000
1351,Dr. Kamales Kumar Saha,MBBS,Cardiologist,36,Goregaon East,Mumbai,91,12,3000
1352,Dr. Hemant Khemani,Post,Cardiologist,15,Borivali West,Mumbai,10,1,1500
1353,Dr. Pradeep Kumar Hasija,BSc,Cardiologist,37,Mahim,Mumbai,0,0,3300
1354,Ms. Twinkle Haria,Post,Dietitian/Nutritionist,12,Mulund West,Mumbai,99,62,1800
1355,Ms. Nisha Singh,M.Sc,Dietitian/Nutritionist,22,Powai,Mumbai,99,32,1200
1356,Ms. Nikita Lawande,BHMS,Dietitian/Nutritionist,0,Powai,Mumbai,0,0,350
1357,Ms. Sofia Ansari,BSc,Dietitian/Nutritionist,5,Cuffe Parade,Mumbai,10,0,350
1358,Dr. Pratibha Singhal,Diploma,Dietitian/Nutritionist,17,Kandivali East,Mumbai,99,96,800
1359,Ms. Geeta Shenoy,BHMS,Dietitian/Nutritionist,32,Chembur East,Mumbai,98,102,2500
1360,Ms. Bina Bhavanji Chheda,Post,Dietitian/Nutritionist,27,Borivali West,Mumbai,97,75,2000
1361,Dr. Asmita Sawe,MSc,Dietitian/Nutritionist,15,Vileparle East,Mumbai,97,41,1500
1362,Ms. Mitalee Doshi,MBBS,Dietitian/Nutritionist,14,Mulund West,Mumbai,98,39,800
1363,Ms. Kanchan Patwardhan,MBBS,Dietitian/Nutritionist,25,Kurla East,Mumbai,98,70,2000
1364,Dr. Siddhesh Vijay Rane,DNB,Gastroenterologist,9,Malad,Mumbai,0,0,1000
1365,Dr. Darshil Shah,BDS,Gastroenterologist,14,Borivali West,Mumbai,50,1,1500
1366,Dr. Samir Parekh,BDS,Neurosurgeon,19,Malad,Mumbai,10,2,3500
1367,Dr. Smitha Shetty,BDS,Dentist,19,Vijayanagar,Bangalore,10,66,300
1368,Dr. Keerthi R,BDS,Dentist,17,Vijayanagar,Bangalore,10,44,300
1369,Dr. Sunila Sampath Kumar,BDS,Dentist,27,HSR Layout,Bangalore,94,119,400
1370,Dr. Suresh S,BDS,Dentist,28,JP Nagar 7 Phase,Bangalore,97,131,500
1371,Dr. Bijina Rajan,BDS,Dentist,12,Kalyan Nagar,Bangalore,99,234,300
1372,Dr. Nishanth Shetty,BDS,Dentist,11,Whitefield,Bangalore,10,646,200
1373,Dr. Devaraju Devaiah,BDS,Dentist,17,Yelahanka,Bangalore,99,216,350
1374,Dr. Manjunath G S,MDS,Dentist,20,Kalyan Nagar,Bangalore,99,156,350
1375,Dr. Supreeth Manipal,MBBS,Dentist,24,JP Nagar,Bangalore,98,165,350
1376,Dr. Utkarsha Lokesh,MBBS,Dentist,24,Malleswaram,Bangalore,98,296,400
1377,Dr. S.Indukala,MBBS,Gynecologist/Obstetrician,22,Jayanagar 9 Block,Bangalore,83,0,500
1378,Dr. Brunda Channappa,MBBS,Gynecologist/Obstetrician,32,Jayanagar,Bangalore,90,62,850
1379,Dr. Vijaya Sherbet,MBBS,Gynecologist/Obstetrician,31,Hebbal,Bangalore,94,28,800
1380,Dr. Suvarna Jyothi G,MS,Gynecologist/Obstetrician,13,Indiranagar,Bangalore,10,42,700
1381,Dr. Uma Maheshwari,MBBS,Gynecologist/Obstetrician,23,Jayanagar,Bangalore,95,95,850
1382,Dr. Sunitha T,MBBS,Gynecologist/Obstetrician,15,Vidyaranyapura,Bangalore,10,84,300
1383,Dr. Aparnaa Panda,MBBS,Gynecologist/Obstetrician,24,BTM Layout 2nd Stage,Bangalore,92,814,800
1384,Dr. Regina,MBBS,Gynecologist/Obstetrician,24,Banaswadi,Bangalore,95,296,600
1385,Dr. Karamjit Kaur,MBBS,Gynecologist/Obstetrician,21,Old Airport Road,Bangalore,80,6,850
1386,Dr. Basavaraj  Devarashetty,MD,Gynecologist/Obstetrician,25,Marathahalli,Bangalore,98,409,700
1387,Dr. Harish N,MBBS,Pediatrician,15,Koramangala 6 Block,Bangalore,96,8,600
1388,Dr. Dhanya Soodhana,MBBS,Pediatrician,7,Jayanagar 9 Block,Bangalore,0,0,750
1389,Dr. V. Krishnan,MBBS,Pediatrician,31,Jayanagar 9 Block,Bangalore,91,57,500
1390,Dr. K Santosh Kumar,MBBS,Pediatrician,11,Banashankari,Bangalore,80,5,500
1391,Dr. Ganesh Kamath M,MBBS,Pediatrician,13,Koramangala 5 Block,Bangalore,98,31,750
1392,Dr. Radhakrishna Hegde,MBBS,Pediatrician,34,Bannerghatta Road,Bangalore,10,9,500
1393,Dr. Gurudutta A V,MBBS,Pediatrician,20,Whitefield,Bangalore,0,0,800
1394,Dr. Chandrashekar,MBBS,Pediatrician,21,Koramangala 1 Block,Bangalore,10,23,500
1395,Dr. Mallesh U,MBBS,Pediatrician,16,Horamavu,Bangalore,93,21,300
1396,Dr. Mithilesh Kumar,MS,Pediatrician,38,Sarjapur Road,Bangalore,63,14,650
1397,Dr. Venkatdeep Mohan,MBBS,Orthopedist,16,JP Nagar,Bangalore,10,56,500
1398,Dr. Chandrashekar,FNB,Orthopedist,19,HSR Layout,Bangalore,90,264,1000
1399,Dr. Prasanna T Y,MBBS,Orthopedist,10,Basaveshwaranagar,Bangalore,98,33,400
1400,Dr. Yogesh Pithwa,MBBS,Orthopedist,20,Jayanagar,Bangalore,94,97,650
1401,Dr. Deepak G Shivarathre,MBBS,Orthopedist,19,Malleswaram,Bangalore,97,16,700
1402,Dr. Akash H.S,MBBS,Orthopedist,9,Bellandur,Bangalore,10,0,650
1403,Dr. Sathya Prakash,MBBS,Orthopedist,23,Indiranagar,Bangalore,93,79,500
1404,Dr. Praveen S Battepati,MBBS,Orthopedist,23,Sanjay Nagar,Bangalore,10,147,600
1405,Dr. Shivareddy.H.A.,MBBS,Orthopedist,19,Jayanagar,Bangalore,99,135,750
1406,Dr. Naveen Devarajaiah,MBBS,Orthopedist,17,Yelahanka,Bangalore,98,99,480
1407,Dr. Swetha Gowda,MBBS,Dermatologist,11,Indiranagar,Bangalore,92,60,600
1408,Dr. Haritha Ravipati,MBBS,Dermatologist,10,Ulsoor,Bangalore,98,52,600
1409,Dr. Chandrashekara Aithal,MBBS,Dermatologist,32,BTM Layout 2nd Stage,Bangalore,86,79,500
1410,Dr. Eswari.L,MBBS,Dermatologist,21,Jayanagar 4 Block,Bangalore,10,3,600
1411,Dr. Hema S,MBBS,Dermatologist,12,Sadashivanagar,Bangalore,97,27,600
1412,Dr. Rakesh Reddy,MBBS,Dermatologist,23,Sanjay Nagar,Bangalore,94,41,500
1413,Dr. Pavithra H N,MBBS,Dermatologist,13,Jayanagar 7 Block,Bangalore,99,62,600
1414,Dr. Yogeesh H R,MBBS,Dermatologist,29,Koramangala 4 Block,Bangalore,95,165,800
1415,Dr. Jigisha N Jalu,MPTh/MPT,Dermatologist,12,Whitefield,Bangalore,10,3,600
1416,Dr. Radhika S R,Diploma,Dermatologist,7,Mahalakshmi Layout,Bangalore,10,17,600
1417,Dr. Shailendra Kumar Saxena   (Physiotherapist),BPTh/BPT,Physiotherapist,16,Koramangala,Bangalore,10,2,400
1418,Dr. Samuel David   (Physiotherapist),BPTh/BPT,Physiotherapist,41,Jayanagar 9 Block,Bangalore,92,1,500
1419,Dr. Shankarlal Tak   (Physiotherapist),MPTh/MPT,Physiotherapist,16,Nagawara,Bangalore,86,3,300
1420,Dr. Kiran S Murthy   (Physiotherapist),BPTh/BPT,Physiotherapist,25,Banashankari 2nd Stage,Bangalore,97,233,400
1421,Dr. Amit K Shrivastav   (Physiotherapist),BPTh/BPT,Physiotherapist,16,BTM Layout 2nd Stage,Bangalore,96,300,750
1422,Dr. J Mazumder   (Physiotherapist),BPTh/BPT,Physiotherapist,14,Jayanagar,Bangalore,0,0,400
1423,Dr. Anoop Kumar Singh   (Physiotherapist),BPTh/BPT,Physiotherapist,14,Bannerghatta Road,Bangalore,10,1,400
1424,Dr. Ankit Raj   (Physiotherapist),BPTh/BPT,Physiotherapist,9,Bannerghatta Road,Bangalore,10,1,300
1425,Dr. Chetan Parasar   (Physiotherapist),MBBS,Physiotherapist,14,Banashankari 2nd Stage,Bangalore,10,0,300
1426,Dr. Syeda Sadiya Nikath   (Physiotherapist),MBBS,Physiotherapist,2,Banashankari 3rd Stage,Bangalore,10,23,350
1427,Dr. Mutyalatha Koppula,MBBS,Infertility Specialist,18,Yelahanka New Town,Bangalore,10,39,400
1428,Dr. Lavanya J,MBBS,Infertility Specialist,19,Bagalakunte,Bangalore,88,55,300
1429,Dr. Kavitha Lakshmi Easwaran,MBBS,Infertility Specialist,25,Kasturi nagar,Bangalore,95,220,700
1430,Dr. Shwetha Y Baratikkae,MBBS,Infertility Specialist,18,Basaveshwaranagar,Bangalore,96,243,600
1431,Dr. Nandhini Ravindran,MBBS,Infertility Specialist,16,Ulsoor,Bangalore,98,42,600
1432,Dr. Vimala CH,MBBS,Infertility Specialist,16,Whitefield,Bangalore,98,190,800
1433,Dr. Archana Agarwal,MS,Infertility Specialist,29,Marathahalli,Bangalore,85,202,700
1434,Dr. Ranjitha G Babu,MBBS,Infertility Specialist,16,Rajajinagar,Bangalore,10,36,600
1435,Dr. Aparna Patil,MBBS,Infertility Specialist,11,Whitefield,Bangalore,97,47,600
1436,Dr. Suhasini Inamdar,MBBS,Infertility Specialist,37,Indiranagar,Bangalore,97,49,800
1437,Dr. Neelima Aalap Shah,MBBS,Ophthalmologist,15,Padmanabhanagar,Bangalore,10,2,300
1438,Dr. Poonam Yadav,MBBS,Ophthalmologist,19,Sarjapur Road,Bangalore,10,3,700
1439,Dr. Ram.S. Mirlay,MBBS,Ophthalmologist,32,Shivaji Nagar,Bangalore,97,3,700
1440,Dr. Archana S,MBBS,Ophthalmologist,18,Pulikeshi Nagar,Bangalore,10,2,500
1441,Dr. Sweta Patel,MBBS,Ophthalmologist,8,Whitefield,Bangalore,0,0,700
1442,Dr. Ramya. K,MBBS,Ophthalmologist,9,Rajajinagar,Bangalore,0,0,400
1443,Dr. Rekha B Patil,MBBS,Ophthalmologist,17,Cunningham Road,Bangalore,10,2,700
1444,Dr. Madhura M Adiga,MBBS,Ophthalmologist,15,Yelahanka New Town,Bangalore,10,3,500
1445,Dr. Sreepathi,MBBS,Ophthalmologist,12,Yelahanka New Town,Bangalore,67,1,500
1446,Dr. Anupama Janardhanan,MBBS,Ophthalmologist,4,Bannerghatta Road,Bangalore,0,0,500
1447,Dr. Prasanna Venkatesh M. K,MBBS,Urologist,19,Rajajinagar,Bangalore,96,158,800
1448,Dr. Somanna M,MBBS,Urologist,36,Old Airport Road,Bangalore,91,24,900
1449,Dr. Praveen B Sancheti,MBBS,Urologist,16,Banashankari 3rd Stage,Bangalore,10,1,400
1450,Dr. Chethan J V,MBBS,Urologist,15,Whitefield,Bangalore,50,2,850
1451,Dr. Shakir Tabrez,MCh,Urologist,20,Cunningham Road,Bangalore,96,15,700
1452,Dr. Srinivas A K,MBBS,Urologist,17,Old Airport Road,Bangalore,10,5,900
1453,Dr. Mahendra Jain,MBBS,Urologist,33,Bannerghatta Road,Bangalore,80,23,650
1454,Dr. I R Ravish,MBBS,Urologist,26,JP Nagar,Bangalore,85,18,950
1455,Dr. Narendra,MBBS,Urologist,24,Kengeri,Bangalore,75,11,700
1456,Dr. Mohan Keshavamurthy,MBBS,Urologist,29,Bannerghatta Road,Bangalore,72,27,1500
1457,Dr. Ruchi Gupta,MBBS,Psychiatrist,21,Yelahanka,Bangalore,10,1,1500
1458,Dr. Sony Mathews Lukose,MBBS,Psychiatrist,12,Sahakaranagar,Bangalore,10,8,1500
1459,Dr. Shruti Nair,MBBS,Psychiatrist,4,Indiranagar,Bangalore,10,0,1000
1460,Dr. Supriya Dsilva,MBBS,Psychiatrist,8,Sarjapur Road,Bangalore,0,0,1050
1461,Dr. Ashok Shetty,MBBS,Psychiatrist,23,Vijayanagar,Bangalore,96,44,900
1462,Dr. Meena Gnanasekharan,M.D,Psychiatrist,27,Hebbal,Bangalore,85,91,2830
